DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3205;P3211;P3216;P3222;P3227;P8752;P3209;P3209S1;P3209S2;P3209S3;P3209S4;P3209S5;P3209S6;P3209S7;P3209S8;P3359;P3359S1;P3359S2;P3359S3;P3359S4;P3359S5;P3359S6;P3359S7;P3359S8;P3359S1A;P3359S2A;P3359S3A;P3359S4A;P3359S5A;P3359S6A;P3359S7A;P3359S8A;P3360;P3360S1;P3360S2;P3360S3;P3360S4;P3360S5;P3360S6;P3360S7;P3360S8;P3361;P3361S1;P3361S2;P3361S3;P3361S4;P3361S5;P3361S6;P3361S7
7636394;1;1;1;18.018.478.423;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7636395;1;1;1;16.919.800.846;1;1;1;1;1;;;1;1;1;1;1;1;1;1;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7636396;1;1;1;20.014.693.005;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7636397;1;1;1;19.174.518.881;1;1;1;1;1;;;1;1;1;1;1;1;1;1;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7636398;1;1;1;18.018.478.423;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7636399;1;1;1;1.650.133.681;1;1;1;1;1;;;1;1;1;1;1;1;1;1;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7636400;1;1;1;20.230.479.088;1;1;1;1;1;;;2;3;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7636401;1;1;1;93.595.665.892;2;1;1;2;2;;;2;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7636402;1;1;1;13.024.474.647;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;2;2;2;3;2;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7636403;1;1;1;1.178.666.915;2;2;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;2;1;2;1;1;1;;1;;;;;;
7636404;1;1;1;15.460.473.869;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;2;2;2;1;2;1;1;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7636405;1;1;1;45.849.680.286;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;2;4;1;1;2;3;2;;;;;;;;;;;;;;;;;
7636406;1;1;1;48.409.756.731;2;1;1;1;2;3;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7636407;1;1;1;45.849.680.286;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;1;1;4;1;1;1;3;1;;;;;;;;;;;;;;;;;
7636408;1;1;1;45.849.680.286;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;;;;
7636409;1;1;1;61.763.952.473;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;2;3;1;3;4;4;2;;;;;;;;;;;;;;;;;
7636410;1;1;1;10.592.615.948;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;4;4;1;;;;;;;;;;;;;;;;;
7636411;1;1;1;58.917.662.587;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;1;1;1;1;1;3;4;1;;;;;;;;;;;;;;;;;
7636412;1;1;1;56.214.539.184;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;3;3;3;1;3;4;3;3;;;;;;;;;;;;;;;;;
7636413;1;1;1;11.747.807.069;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7636414;1;1;1;15.078.098.253;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7636415;1;1;1;70.701.195.105;2;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636416;1;1;1;14.097.368.482;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636417;1;1;1;93.805.369.135;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636418;1;1;1;17.395.255.535;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636421;1;1;1;67.457.447.021;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7636423;1;1;1;55.019.616.344;2;1;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;3;3;3;3;3;;;;;;;;;;;;;;;;;
7636426;1;1;1;55.019.616.344;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;5;3;3;5;;;;;;;;;;;;;;;;;
7636431;1;1;1;55.019.616.344;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;2;3;2;3;3;3;2;;;;;;;;;;;;;;;;;
7636434;1;1;1;10.707.976.848;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;2;2;3;3;3;3;3;2;;;;;;;;;;;;;;;;;
7636435;1;1;1;13.614.396.568;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;2;1;3;1;2;1;2;3;;;;;;;;;;;;;;;;;
7636436;1;1;1;46.343.522.673;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;3;4;2;2;3;4;2;;;;;;;;;;;;;;;;;
7636438;1;1;1;16.999.732.761;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636439;1;1;1;55.019.616.344;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;1;1;2;2;3;1;2;3;;;;;;;;;;;;;;;;;
7636440;1;1;1;70.701.195.105;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;2;2;3;1;2;1;2;2;;;;;;;;;;;;;;;;;
7636441;1;1;1;12.219.340.636;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7636442;1;1;1;1.347.231.783;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7636443;1;1;1;13.614.396.568;2;1;1;2;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;2;4;4;2;;;;;;;;;;;;;;;;;
7636444;1;1;1;84.594.126.177;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;5;3;3;4;4;4;;;;;;;;;;;;;;;;;
7636446;1;1;1;11.411.853.533;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;
7636447;1;1;1;44.015.693.075;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;3;5;3;3;4;4;4;;;;;;;;;;;;;;;;;
7636448;1;1;1;56.560.956.084;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;3;5;3;3;4;4;4;;;;;;;;;;;;;;;;;
7636449;1;1;1;10.891.517.255;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;3;3;2;2;4;4;4;;;;;;;;;;;;;;;;;
7636450;1;1;1;70.701.195.105;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;3;2;4;3;4;4;4;;;;;;;;;;;;;;;;;
7636451;1;1;1;13.970.075.687;1;2;1;1;1;1;;;;;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;;;;;;;;;;;;;;;;;
7636453;1;1;1;1.069.911.504;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636455;1;1;1;23.569.381.757;1;2;1;1;1;1;;;;;;;;;;;;;;;;;;;1;4;3;3;3;4;4;3;;;;;;;;;;;;;;;;;
7636456;1;1;1;77.893.417.944;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636459;1;1;1;17.186.660.444;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;1;2;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636460;1;1;1;14.097.368.482;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;3;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636462;1;1;1;90.629.019.843;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;3;3;4;4;4;;;;;;;;;;;;;;;;;
7636463;1;1;1;63.822.389.694;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;3;3;3;4;4;3;;;;;;;;;;;;;;;;;
7636465;1;1;1;14.452.446.309;1;2;1;1;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7636467;1;1;1;77.893.417.944;2;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636468;1;1;1;70.701.195.105;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;5;3;2;4;4;4;;;;;;;;;;;;;;;;;
7636469;1;1;1;89.607.495.096;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7636470;1;1;1;90.307.758.924;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;3;4;3;4;3;4;4;3;;;;;;;;;;;;;;;;;
7636471;1;1;1;19.486.894.184;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;3;3;3;2;4;4;2;;;;;;;;;;;;;;;;;
7636472;1;1;1;55.019.616.344;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;3;3;2;4;4;4;;;;;;;;;;;;;;;;;
7642749;1;1;1;20.130.398.838;1;1;2;1;2;;;1;1;1;1;1;1;1;1;;2;2;2;2;2;3;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642751;1;1;1;1.907.443.863;2;1;1;1;1;;;2;1;1;1;1;1;2;4;;3;3;3;2;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642752;1;1;1;15.986.531.057;2;2;2;2;2;;;8;8;8;8;8;8;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7642753;1;1;1;21.322.454.205;1;1;1;2;1;;;1;1;1;1;1;1;1;1;;3;2;2;2;2;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642754;1;1;1;21.248.959.074;1;1;1;2;1;;;1;1;1;1;1;1;1;1;;3;3;2;3;2;3;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642755;1;1;1;21.108.084.003;1;1;1;2;1;;;1;1;1;1;1;1;1;1;;3;3;2;3;2;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642756;1;1;1;14.594.910.466;1;2;1;2;2;;;1;1;1;1;1;1;2;3;;2;2;2;2;3;3;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642757;1;1;1;1.704.658.841;2;1;1;2;1;;;1;2;2;2;2;2;2;2;;3;3;3;3;3;3;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642758;1;1;1;15.621.915.864;1;1;1;1;2;;;1;1;2;2;4;4;3;4;;2;2;2;3;2;4;4;3;;;;;;;;;;1;1;2;2;1;1;1;1;;;;1;;;;
7642759;1;1;1;19.865.231.091;1;1;1;1;2;;;3;3;3;2;3;2;2;2;;3;2;3;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642761;1;1;1;14.620.534.838;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;3;4;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642762;1;1;1;19.899.280.395;1;2;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642767;1;1;1;17.075.656.996;1;2;1;1;2;;;6;3;3;3;2;2;2;4;;2;2;2;2;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;2;1;;;1;;;;;
7642768;1;1;1;14.990.874.415;1;1;1;2;2;;;6;1;2;1;3;1;8;5;;4;3;2;3;2;3;;2;;;;;;;;;;1;1;1;1;1;1;;1;;;;;;;;
7642769;1;1;1;15.146.356.932;1;1;1;2;1;;;6;2;5;5;5;2;1;3;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642770;1;1;1;19.983.163.821;1;2;1;2;1;;;3;3;3;3;3;3;3;3;;3;3;2;3;2;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642771;1;1;1;12.376.002.607;1;1;1;2;2;;;6;1;3;1;5;2;2;5;;3;4;2;3;2;4;4;2;;;;;;;;;;1;1;2;1;2;1;1;1;;;;;1;;;
7642772;1;1;1;13.158.481.354;1;1;1;2;2;;;6;1;1;1;1;1;1;1;;2;4;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642773;1;1;1;14.914.099.827;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642775;1;1;1;1.606.982.434;1;1;1;2;1;;;4;3;4;3;3;3;3;3;;2;2;1;1;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642776;1;1;1;20.605.097.557;2;1;2;2;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642777;1;1;1;14.343.047.375;1;1;2;1;2;;;6;2;2;2;2;2;2;2;;2;2;2;3;2;4;4;2;;;;;;;;;;1;1;2;1;1;1;1;1;;;;;1;1;;
7642778;1;1;1;13.167.972.763;1;1;1;2;2;;;6;6;2;6;3;1;1;4;;1;2;1;2;2;4;4;2;;;;;;;;;;1;1;2;1;2;1;1;1;;;;;1;;;
7642779;1;1;1;11.989.898.292;1;2;1;2;1;;;6;2;2;6;6;1;1;3;;1;3;4;3;2;3;3;1;;;;;;;;;;1;1;2;1;2;1;1;1;;;;;1;1;;
7642781;1;1;1;1.427.606.133;1;1;1;2;2;;;6;2;2;2;2;2;2;3;;2;3;4;2;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642782;1;1;1;13.461.444.902;1;1;1;2;1;;;6;2;3;2;3;2;2;3;;2;2;1;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642783;1;1;1;19.124.063.167;1;2;1;2;1;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;4;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642784;1;1;1;15.391.978;1;1;1;2;1;;;6;7;6;7;6;7;7;7;;2;1;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642785;1;1;1;11.123.855.467;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;2;2;3;2;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642786;1;1;1;1.962.339.682;1;1;1;1;2;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642787;1;1;1;165.468.642;2;2;1;1;1;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642788;1;1;1;18.706.059.668;1;1;1;2;1;;;2;1;1;3;1;1;1;1;;3;3;3;2;3;3;4;2;;;;;;;;;;1;1;2;1;2;1;1;2;;;;;;1;;
7642789;1;1;1;16.489.961.856;1;2;1;2;1;;;3;2;8;2;4;2;8;4;;2;3;;3;3;3;;3;;;;;;;;;;1;1;;1;1;1;;1;;;;;;;;
7642790;1;1;1;14.305.828.973;1;1;1;1;2;;;6;3;2;2;2;2;2;2;;2;3;2;2;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642791;1;1;1;1.650.133.681;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;2;3;2;4;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642792;1;1;1;21.434.313.572;1;2;1;2;2;;;2;2;2;2;4;2;2;2;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642793;1;1;1;21.308.235.513;1;2;1;2;1;;;1;2;2;2;4;2;2;4;;2;2;2;3;2;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642795;1;1;1;22.523.098.029;1;1;1;1;1;;;1;1;4;1;4;1;1;1;;4;4;3;2;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642796;1;1;1;21.198.373.085;2;1;1;1;1;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642797;1;1;1;1.817.409.333;1;2;1;1;2;;;2;2;2;2;2;2;2;2;;3;2;2;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642798;1;1;1;22.589.510.376;2;2;1;1;1;;;1;1;4;6;4;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642799;1;1;1;17.762.812.285;2;1;1;2;1;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642800;1;1;1;16.411.749.165;1;1;1;2;1;;;6;2;2;2;2;2;2;2;;2;2;2;3;2;2;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642801;1;1;1;1.378.490.411;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7642817;1;1;1;10.949.458.509;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;3;3;4;3;4;3;3;4;;;;;;;;;;;;;;;;;
7642818;1;1;1;18.976.616.782;1;1;1;2;2;3;;;;;;;;;;;;;;;;;;;2;2;2;1;2;1;1;2;;;;;;;;;;;;;;;;;
7642819;1;1;1;57.929.403.342;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642820;1;1;1;55.019.616.344;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642821;1;1;1;72.441.224.735;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;
7642822;1;1;1;92.056.006.372;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;3;1;1;2;2;2;2;;;;;;;;;;;;;;;;;
7642823;1;1;1;85.805.499.852;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642824;1;1;1;14.505.003.882;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642825;1;1;1;18.339.872.115;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642826;1;1;1;90.370.736.504;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7642827;1;1;1;48.274.502.785;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642828;1;1;1;80.861.320.783;1;2;1;1;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642829;1;1;1;12.565.081.877;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642830;1;1;1;45.849.680.286;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642831;1;1;1;10.228.445.152;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642832;1;1;1;17.293.284.977;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;3;5;3;2;4;4;2;;;;;;;;;;;;;;;;;
7642833;1;1;1;11.396.766.378;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;2;3;4;4;3;;;;;;;;;;;;;;;;;
7642834;1;1;1;61.763.952.473;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;2;3;2;4;4;2;;;;;;;;;;;;;;;;;
7642835;1;1;1;80.273.563.488;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7642836;1;1;1;54.437.612.906;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7642837;1;1;1;99.756.049.617;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;3;3;3;4;4;3;;;;;;;;;;;;;;;;;
7642838;1;1;1;69.238.593.728;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;2;1;2;2;2;4;5;2;;;;;;;;;;;;;;;;;
7642839;1;1;1;15.241.983.645;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7642840;1;1;1;11.966.558.142;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7642841;1;1;1;69.238.593.728;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;4;2;4;4;4;4;;;;;;;;;;;;;;;;;
7642842;1;1;1;69.345.081.635;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;5;3;3;4;4;2;;;;;;;;;;;;;;;;;
7642843;1;1;1;61.763.952.473;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;3;5;3;2;4;4;2;;;;;;;;;;;;;;;;;
7642844;1;1;1;7.855.688.345;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;2;3;2;4;4;2;;;;;;;;;;;;;;;;;
7715910;1;1;1;22.238.547.784;1;1;1;1;1;;;8;8;8;8;8;8;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7715911;1;1;1;17.802.515.378;1;1;1;1;1;;;1;1;1;1;1;1;1;1;;3;2;2;2;2;3;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715912;1;1;1;15.986.531.057;1;2;1;1;1;;;1;1;2;1;1;1;1;1;;3;2;2;3;2;3;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715913;1;1;1;13.417.416.267;1;1;1;1;2;;;2;2;3;2;3;2;2;3;;2;2;2;2;2;3;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715914;1;1;1;21.305.020.979;1;1;1;1;1;;;6;2;4;2;4;2;2;2;;3;2;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715916;1;1;1;18.814.017.504;1;2;1;1;1;;;6;1;8;2;1;1;1;1;;2;1;;2;1;1;1;2;;;;;;;;;;1;1;;1;1;1;1;1;;;;;;;;
7715917;1;1;1;22.373.893.622;1;1;1;1;1;;;6;3;3;3;4;3;2;4;;2;2;3;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715919;1;1;1;16.216.630.581;2;1;1;1;2;;;1;1;1;1;1;1;1;1;;4;4;4;4;3;4;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715923;1;1;1;19.124.063.167;1;1;2;1;2;;;8;8;2;8;8;8;8;2;;;;1;;;;;2;;;;;;;;;;;;1;;;;;1;;;;;;;;
7715925;1;1;1;20.014.693.005;1;1;1;1;1;;;1;8;2;4;2;1;1;3;;3;;3;3;3;3;3;3;;;;;;;;;;1;;1;1;1;1;1;1;;;;;;;;
7715926;1;1;1;20.014.693.005;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715928;1;1;1;12.916.513.651;1;1;1;2;2;;;6;2;5;2;5;2;2;5;;1;1;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715931;1;1;1;15.414.034.187;1;2;1;2;2;;;4;2;4;3;3;3;3;3;;2;2;2;3;4;1;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715934;1;1;1;13.569.482.573;1;2;1;2;2;;;6;1;4;4;4;2;2;4;;1;1;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715936;1;1;1;17.339.537.521;1;2;1;2;2;;;3;3;3;2;2;2;2;4;;2;3;2;1;2;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715938;1;1;1;13.262.454.723;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;1;2;3;2;1;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715939;1;1;1;16.067.791.231;1;2;1;2;2;;;6;1;3;2;3;2;8;3;;1;1;1;1;1;3;;2;;;;;;;;;;1;1;1;1;1;1;;1;;;;;;;;
7715940;1;1;1;17.937.218.249;1;2;1;1;1;;;6;1;4;3;4;1;1;4;;1;1;2;2;2;1;2;1;;;;;;;;;;1;1;1;1;1;2;1;1;;;;;1;;;
7715941;1;1;1;20.230.479.088;1;2;1;1;1;;;3;3;3;3;3;3;2;3;;2;1;2;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715942;1;1;1;11.449.407.863;1;2;1;2;2;;;6;2;3;3;3;3;3;3;;2;2;2;2;2;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715943;1;1;1;25.288.098.861;1;1;1;1;1;;;6;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715944;1;1;1;10.805.383.468;1;2;1;2;2;;;6;3;4;1;3;3;3;3;;2;1;1;1;1;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7715945;1;1;1;17.561.394.164;1;1;1;1;1;;;2;1;4;2;4;2;1;4;;3;4;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;2;1;1;1;;;;;1;;;
